text,category
"מבקש לדעת -רק במייל-, אם יש לכם כבר תוכנה מלאה בשפה האנגליתתודה איתן",
שאלות. האם המערכת מאפשרת לא לשלוח בחגים היהודים?   האם מאפשרת לשלוח בטווחי שעות מוגדרים שמתאימים לנו גם SMS וגם מיילים ? האם מייל שלא נפתח - יכול להשלח אוטומטית מחדש ? האם יכול להשלח עם כותרת שונה אוטומטית - אם לא נפתח תוך 48 שעות?,support
"מעונינת להתנסות שבועיים חינם,תודה גורן",
בבקשה הורידו אותי מרשימת התפוצה.תודה,block
מעוניין לשמוע פרטים על השירות.,
שלום תסירו את המייל שלי מהמערכת שלכם בבקשה תודה ה,block
שלום!לפני כשנה נרשמתי למערכת ופתחתי חשבון התנסות. מכל מיני סיבות לא השתמשתי בו אך עכשיו אני רוצה להפעיל חשבון מלא. המערכת לא נותנת לי להרשם כי המייל שלי כבר קיים במערכת ולא נותנת לי להכנס בטענה שאין לי חשבון...מה עליי לעשות?,
"נא לא לשלוח מיילים, מכל סוג שהוא, לכתובת המייל המצורפת.",
האם יש תמיכה לאס אם אס,support
יש לי מספר שאלות בנוגע למערכת ישראטק,
בקשה והתראה      מבלי לפגוע בזכויותבעקבות הטרדות חוזרות ונשנות של הודעות דואר אלקט והודעות המגיעות לפקס החברה ו/או לכל תאי הדואר של חברתנו עם סיומת הדומיין CASES.CO.IL -מיחידים או מחברות המשתמשות בספק נתונים או שהנכם ספק נתונים ונעשה שימוש בנתונ,block
מעוניין להצטרף לתכנית שותפים,coop
אבקש לא לשלוח לי מסרים מאף גורם! אבקש להסיר את שמי מכל רשימות התפוצה עליהן אינני מנוי ומעולם לא הייתי. כמו כן גם את הכתובת maarava.tuors@gmail.com,block
יש לי מרכ לקומטיקה רפואי חרו אלי,
"מבקשת ליצור דף נחיתה לאירוע חד פעמי, שיהיה באוויר מ10 לפברואר ועד 22 למרץ 2013, הדף צריך להיות עם קישור לדף תשלום בפיפאל. מבקשת לברר כמה יעלה לי",
קצת דחוף מדובר על שליחת מיילים לכ 2000 כתובות,sales
"שבוע טוב- אנו משרד יח""צ הנותנים שירותי מיידעונים ללקוחות, מבקש לשוחח על מנת לפעול דרככם.",
"נא להסיר כל תוכן למייל המצויין,מבחינתי זה ספאם.",block
למרות חוק דואר זבל חדשות לבקרים אני מקבלת מילים מכל מיני לא רצתיתי ולא רוצה קשר איתם. למרות הבטחתכם נראה שאתם מוסרים כתובות ללא רשות .ולל הסכמתי. לטיפולכם.,block
שלום. מעולם לא ביקשתי להירשם לישראטק ולקבל הודעות פרסומיות אך בכל כמה ימים אני מקבל הודעות שונות לתיבה שנשלחות דרך המערכת שלכם. אודה לכם אם תוכלו להסיר אותי לחלוטין ולהודיע לי לאחר הוע למייל. במידה ואהיה מעוניין בהודעות מכם אצור קשר בשנית.תודהחגי,block
"זו פעם אחרונה שאני מתריע , נשבר לי מהודעות הזבל שלכם , הסרתי את עצמי מהרשימה כבר 70 פעמים , יש לי צילום מסך מכול פעם כזו , עוד דואר זבל אחד ואני תובע אתכם , תודה",block
היה לי אצלכם חשבון זמני שנסגר. כעת המערכת לא מאפשרת לפתוח חשבון חדש עם אותו אימייל. אנא אפשרו זאת (אפשר למחוק את המשתמש הישן),support
"שלום ,לפני מספר חודשים פתחתי חשבון נסיון למייל המצוין. בסופו של דבר לא עשיתי שימוש בתקופת הנסיון. בשיחה עם נציג בטלפון נאמר שאוכל לפתוח שוב לתקופת נסיון. אנא צרו איתי קשר. אנחנו רוצים להסדיר תשלום לשנה מראש. בברכה, אמיר",
מעוניינת במערכת דיוור לעסק,
"מתעניינת לגבי מערכת שליחת דיוורים ישירים עבור בנק מנויים של בערך 20,000 נמענים.אשמח לקבל פרטים נוספים לגבי מערכת ישראטק.תודה",
"שלום,הודעות זבל נשלחות אלי ללא סוף מהמערכת שלכם למרות שלחצתי על הסר מספר פעמים. אני מצרף את שלושת המיילים שלי כדי שתוציאו מכל הרשימות שלכם . בקשה זו מתועדת ובמידה ותשלחו לי אפילו מייל נוסף בודד אגיש נגדכם תביעת דאר זבל (וכבר יש לי נסיון מוצלח עם חברות",block
תפסיקו לשלוח לי מיילים.המייל הבא שאתם שולחים לי ואני אדאג לפנות למי שצריך לפנות!תודה ה אבי דיין,
"שלום,אני מקבל הודעות דואל ללא שהסכמתי לכך ממפרסמים שונים המשתמשים בשירות שלכם.מבקש למחוק את כתובתי מכל מאגרי הלקוחות שלכם על מנת להמנע מהליכים משפטיים.בברכהאיגור",block
התייעצות,
נא לא לדוור שום דבר משום שולח למייל שלי,
take my email off from any mailing list spam list or such,block
קבלת פרטים,
לא זוכרת את פרטי הכניסה שלי...,
"אני דורש מכם למחוק את כתובת המייל שלי מכל רשימות התפוצה שלכם ומיד.נמאס לי לקבל את דואר הזבל שאתם שולחים כל שני וחמישי!מעולם לא ביקשתי מכם לשלוח לי איזשהו מייל, וההצהרה שלכם שאתם שולחים רק לאנשים שביקשו מפורשות לקבל מכם אינה אמת.",block
שלום  אשמח אם אפשר להתקשר אלי בין 10:40-11:00 או אחרי השעה 17:00 מידי יום. תודה יוסי,
"אני מפתח אתרים והלקוחות רוצים לשלוח דיוור. אני צריך שהמערכת של האתר תייצר את ה-HTML שישלך במיל. לדוגמא: http://habama-center.com/newsletter.aspאשמח לשמוע אם ניתן לצוא פתרון לנושא.בברכה,עמי סנדר",
לאחרונה אני מקבל דרך ישראטק הודעות מגורמים שכביכול נרשמתי אליהם בעוד שמעולם לא עשיתי זאת. אבקש להוריד את המייל שלי מכל רשימה שהיא. תודה,
מחקו אותי מרשימת התפוצה שלכם אני כבר שיניתי את הפרטים אם אני מקבל עוד מייל מכם אני פונה לעורך דין שלי לא כדאי לכם להתעסק איתי! עלוקות!,block
"אהלן, אני מנהל אתר בדיחות יומיות בחינם - www.jokes.org.ilרציתי לשאול אם יש מצב להשתמש בשירות שלכם- ללא תשלום,תמורת פרסום ומתן קרדיט, וציון באתר שזה בחסותכם - מדובר בשימוש של מייל אחד ביום לכ-700 איש [בשאיפה שיתרחב] - אין בזה שום מטרות רווח, יומטוב!",
בוקר טוב לכם!שכחתי את הסיסמא מה עושים? תודה ויום טוב,
אבקש להסיר אותי מהכתובות שלכם במיידי !,block
ברצוני להרשם לתוכנית מס' 1,
"בזמן האחרון אני מקבלת המון ספאם דרככם מאתרים שברור לי שלא נרשמתי אליהם מעולם. הסרת האימייל לא מפסיקה ספאם מאתרים אחרים, שוב דרככם. אבקש להסיר באופן סופי ומוחלט את האימייל שלי מהמערכת של -מסר. אבקש טיפולכם המיידי ואישור על הסרת האימייל.",block
נא להסיר את כתובתי מכל מסדי הנתונים שלכם. איני מרשה לכם למסור את כתובת האימייל שלי לאיש ולא לשלוח לי שום אימייל דרך המערכת שלכם.,block
"אני רוצה לעבור אליכם מחברה אחרת, אנא תנו לי הצעה אטרקטיבית",
תסירו אותי מכל רשימות התפוצה  שלכם  gilad246@gmail.com,block
אנו שוקלים הפצת דף חדשות חודשי על פי רשימות שבידינו לקידום שיווק מוצרנו www.metaplress.co.il,
pls call,
אני מעוניין בהצעת מחיר להפעלת מערכת תודה,sales
האם ניתן לשלב את הרשימות מתוכנת  MS Access?לנהל את רשימות הנמענים ב Access ולהשתמש בישראטק למשלוח?תודה,support
הצעת מחיר,sales
"היי , קולומביה מעניינת אותך כשוק?",
"משום מה אני לא מצליחה להסיר את עצמי מרשימת התפוצה שלכם. אתם שולחים כל הזמן מיילים של: ""איש הענבים"" ואינני מעוניינת בהם. אשמח אם תדאגו להסיר את כתובת הדוא""ל שלי בהקדם: sharon_gil@walla.co.ilבתודה וברכה,שרונה",block
"עדיין לא הספקתי ""לטעום ולדגום"" את המערכת...",
מבקשת לבדוק עלות של מערכת ניוזלטר. תודה.,
"עכשיו התפנתי לשבת על ישראטק דרך הקורס של לירון אבל שכחתי את שם המשתמש והסיסמה , יש לכם את המייל שלי",
"מבקשת לקבל פרטים על הצטרפות תודה, יהודית",
